time	size	parameter
643	e-1000	random
650	e-1000	random
673	e-1000	random
611	e-1000	random
643	e-1000	random
633	e-1000	random
655	e-1000	random
675	e-1000	random
643	e-1000	random
641	e-1000	random
641	e-1000	random
684	e-1000	random
685	e-1000	random
667	e-1000	random
771	e-1000	random
618	e-1000	random
651	e-1000	random
659	e-1000	random
673	e-1000	random
645	e-1000	random
650	e-1000	random
670	e-1000	random
711	e-1000	random
664	e-1000	random
661	e-1000	random
669	e-1000	random
654	e-1000	random
645	e-1000	random
644	e-1000	random
640	e-1000	random
644	e-1000	random
643	e-1000	random
646	e-1000	random
645	e-1000	random
696	e-1000	random
637	e-1000	random
637	e-1000	random
633	e-1000	random
635	e-1000	random
751	e-1000	random
635	e-1000	random
612	e-1000	random
618	e-1000	random
607	e-1000	random
706	e-1000	random
654	e-1000	random
664	e-1000	random
641	e-1000	random
690	e-1000	random
651	e-1000	random
675	e-1000	random
645	e-1000	random
636	e-1000	random
650	e-1000	random
797	e-1000	random
649	e-1000	random
667	e-1000	random
656	e-1000	random
642	e-1000	random
651	e-1000	random
659	e-1000	random
696	e-1000	random
653	e-1000	random
685	e-1000	random
733	e-1000	random
655	e-1000	random
664	e-1000	random
643	e-1000	random
668	e-1000	random
648	e-1000	random
649	e-1000	random
648	e-1000	random
634	e-1000	random
660	e-1000	random
640	e-1000	random
649	e-1000	random
627	e-1000	random
652	e-1000	random
652	e-1000	random
660	e-1000	random
648	e-1000	random
682	e-1000	random
647	e-1000	random
672	e-1000	random
647	e-1000	random
668	e-1000	random
654	e-1000	random
651	e-1000	random
676	e-1000	random
651	e-1000	random
651	e-1000	random
847	e-1000	random
656	e-1000	random
717	e-1000	random
668	e-1000	random
682	e-1000	random
653	e-1000	random
644	e-1000	random
642	e-1000	random
640	e-1000	random
649	e-1000	random
652	e-1000	random
695	e-1000	random
671	e-1000	random
665	e-1000	random
674	e-1000	random
646	e-1000	random
726	e-1000	random
697	e-1000	random
669	e-1000	random
633	e-1000	random
672	e-1000	random
612	e-1000	random
612	e-1000	random
652	e-1000	random
654	e-1000	random
637	e-1000	random
653	e-1000	random
642	e-1000	random
676	e-1000	random
651	e-1000	random
671	e-1000	random
620	e-1000	random
628	e-1000	random
983	e-1000	random
968	e-1000	random
928	e-1000	random
939	e-1000	random
932	e-1000	random
630	e-1000	random
804	e-1000	random
733	e-1000	random
688	e-1000	random
949	e-1000	random
928	e-1000	random
841	e-1000	random
819	e-1000	random
942	e-1000	random
715	e-1000	random
963	e-1000	random
928	e-1000	random
941	e-1000	random
732	e-1000	random
917	e-1000	random
900	e-1000	random
669	e-1000	random
690	e-1000	random
657	e-1000	random
885	e-1000	random
677	e-1000	random
657	e-1000	random
651	e-1000	random
652	e-1000	random
859	e-1000	random
843	e-1000	random
960	e-1000	random
680	e-1000	random
721	e-1000	random
648	e-1000	random
630	e-1000	random
733	e-1000	random
657	e-1000	random
613	e-1000	random
653	e-1000	random
636	e-1000	random
651	e-1000	random
674	e-1000	random
655	e-1000	random
649	e-1000	random
665	e-1000	random
665	e-1000	random
645	e-1000	random
653	e-1000	random
655	e-1000	random
678	e-1000	random
660	e-1000	random
636	e-1000	random
682	e-1000	random
648	e-1000	random
609	e-1000	random
635	e-1000	random
674	e-1000	random
787	e-1000	random
697	e-1000	random
1009	e-1000	random
829	e-1000	random
841	e-1000	random
630	e-1000	random
662	e-1000	random
702	e-1000	random
612	e-1000	random
676	e-1000	random
804	e-1000	random
622	e-1000	random
643	e-1000	random
668	e-1000	random
644	e-1000	random
698	e-1000	random
714	e-1000	random
607	e-1000	random
659	e-1000	random
691	e-1000	random
705	e-1000	random
648	e-1000	random
650	e-1000	random
694	e-1000	random
651	e-1000	random
647	e-1000	random
714	e-1000	random
669	e-1000	random
639	e-1000	random
614	e-1000	random
651	e-1000	random
605	e-1000	random
644	e-1000	random
650	e-1000	random
648	e-1000	random
650	e-1000	random
650	e-1000	random
652	e-1000	random
635	e-1000	random
650	e-1000	random
648	e-1000	random
684	e-1000	random
713	e-1000	random
679	e-1000	random
618	e-1000	random
643	e-1000	random
712	e-1000	random
667	e-1000	random
646	e-1000	random
629	e-1000	random
637	e-1000	random
641	e-1000	random
701	e-1000	random
647	e-1000	random
619	e-1000	random
652	e-1000	random
641	e-1000	random
649	e-1000	random
665	e-1000	random
650	e-1000	random
644	e-1000	random
631	e-1000	random
982	e-1000	random
698	e-1000	random
653	e-1000	decroissant
616	e-1000	decroissant
602	e-1000	decroissant
691	e-1000	decroissant
645	e-1000	decroissant
576	e-1000	decroissant
646	e-1000	decroissant
612	e-1000	decroissant
614	e-1000	decroissant
613	e-1000	decroissant
634	e-1000	decroissant
615	e-1000	decroissant
628	e-1000	decroissant
615	e-1000	decroissant
607	e-1000	decroissant
575	e-1000	decroissant
620	e-1000	decroissant
653	e-1000	decroissant
576	e-1000	decroissant
625	e-1000	decroissant
628	e-1000	decroissant
575	e-1000	decroissant
579	e-1000	decroissant
626	e-1000	decroissant
617	e-1000	decroissant
891	e-1000	decroissant
612	e-1000	decroissant
608	e-1000	decroissant
645	e-1000	decroissant
629	e-1000	decroissant
629	e-1000	decroissant
621	e-1000	decroissant
620	e-1000	decroissant
640	e-1000	decroissant
615	e-1000	decroissant
602	e-1000	decroissant
621	e-1000	decroissant
680	e-1000	decroissant
613	e-1000	decroissant
679	e-1000	decroissant
604	e-1000	decroissant
612	e-1000	decroissant
576	e-1000	decroissant
657	e-1000	decroissant
626	e-1000	decroissant
636	e-1000	decroissant
617	e-1000	decroissant
650	e-1000	decroissant
634	e-1000	decroissant
627	e-1000	decroissant
640	e-1000	decroissant
691	e-1000	decroissant
589	e-1000	decroissant
629	e-1000	decroissant
634	e-1000	decroissant
579	e-1000	decroissant
632	e-1000	decroissant
613	e-1000	decroissant
622	e-1000	decroissant
604	e-1000	decroissant
612	e-1000	decroissant
637	e-1000	decroissant
668	e-1000	decroissant
633	e-1000	decroissant
614	e-1000	decroissant
681	e-1000	decroissant
632	e-1000	decroissant
674	e-1000	decroissant
618	e-1000	decroissant
613	e-1000	decroissant
659	e-1000	decroissant
777	e-1000	decroissant
695	e-1000	decroissant
699	e-1000	decroissant
636	e-1000	decroissant
617	e-1000	decroissant
644	e-1000	decroissant
632	e-1000	decroissant
634	e-1000	decroissant
628	e-1000	decroissant
611	e-1000	decroissant
666	e-1000	decroissant
618	e-1000	decroissant
629	e-1000	decroissant
615	e-1000	decroissant
614	e-1000	decroissant
632	e-1000	decroissant
721	e-1000	decroissant
605	e-1000	decroissant
573	e-1000	decroissant
602	e-1000	decroissant
886	e-1000	decroissant
610	e-1000	decroissant
685	e-1000	decroissant
639	e-1000	decroissant
668	e-1000	decroissant
659	e-1000	decroissant
626	e-1000	decroissant
623	e-1000	decroissant
627	e-1000	decroissant
618	e-1000	decroissant
599	e-1000	decroissant
572	e-1000	decroissant
595	e-1000	decroissant
615	e-1000	decroissant
575	e-1000	decroissant
602	e-1000	decroissant
724	e-1000	decroissant
614	e-1000	decroissant
586	e-1000	decroissant
623	e-1000	decroissant
582	e-1000	decroissant
630	e-1000	decroissant
660	e-1000	decroissant
648	e-1000	decroissant
693	e-1000	decroissant
626	e-1000	decroissant
625	e-1000	decroissant
684	e-1000	decroissant
658	e-1000	decroissant
698	e-1000	decroissant
608	e-1000	decroissant
635	e-1000	decroissant
602	e-1000	decroissant
617	e-1000	decroissant
617	e-1000	decroissant
588	e-1000	decroissant
627	e-1000	decroissant
605	e-1000	decroissant
615	e-1000	decroissant
697	e-1000	decroissant
619	e-1000	decroissant
627	e-1000	decroissant
712	e-1000	decroissant
609	e-1000	decroissant
604	e-1000	decroissant
626	e-1000	decroissant
606	e-1000	decroissant
654	e-1000	decroissant
744	e-1000	decroissant
616	e-1000	decroissant
651	e-1000	decroissant
652	e-1000	decroissant
640	e-1000	decroissant
628	e-1000	decroissant
580	e-1000	decroissant
640	e-1000	decroissant
614	e-1000	decroissant
616	e-1000	decroissant
631	e-1000	decroissant
613	e-1000	decroissant
721	e-1000	decroissant
624	e-1000	decroissant
619	e-1000	decroissant
760	e-1000	decroissant
579	e-1000	decroissant
618	e-1000	decroissant
625	e-1000	decroissant
616	e-1000	decroissant
612	e-1000	decroissant
594	e-1000	decroissant
576	e-1000	decroissant
606	e-1000	decroissant
620	e-1000	decroissant
589	e-1000	decroissant
622	e-1000	decroissant
671	e-1000	decroissant
615	e-1000	decroissant
691	e-1000	decroissant
734	e-1000	decroissant
642	e-1000	decroissant
825	e-1000	decroissant
624	e-1000	decroissant
724	e-1000	decroissant
601	e-1000	decroissant
612	e-1000	decroissant
606	e-1000	decroissant
615	e-1000	decroissant
635	e-1000	decroissant
595	e-1000	decroissant
613	e-1000	decroissant
612	e-1000	decroissant
600	e-1000	decroissant
577	e-1000	decroissant
594	e-1000	decroissant
611	e-1000	decroissant
633	e-1000	decroissant
584	e-1000	decroissant
595	e-1000	decroissant
611	e-1000	decroissant
582	e-1000	decroissant
630	e-1000	decroissant
613	e-1000	decroissant
608	e-1000	decroissant
621	e-1000	decroissant
613	e-1000	decroissant
575	e-1000	decroissant
931	e-1000	decroissant
596	e-1000	decroissant
883	e-1000	decroissant
858	e-1000	decroissant
624	e-1000	decroissant
838	e-1000	decroissant
961	e-1000	decroissant
823	e-1000	decroissant
718	e-1000	decroissant
617	e-1000	decroissant
917	e-1000	decroissant
917	e-1000	decroissant
668	e-1000	decroissant
626	e-1000	decroissant
822	e-1000	decroissant
751	e-1000	decroissant
742	e-1000	decroissant
855	e-1000	decroissant
756	e-1000	decroissant
638	e-1000	decroissant
620	e-1000	decroissant
889	e-1000	decroissant
872	e-1000	decroissant
822	e-1000	decroissant
732	e-1000	decroissant
627	e-1000	decroissant
627	e-1000	decroissant
921	e-1000	decroissant
936	e-1000	decroissant
664	e-1000	decroissant
662	e-1000	decroissant
655	e-1000	decroissant
632	e-1000	decroissant
934	e-1000	decroissant
666	e-1000	decroissant
662	e-1000	decroissant
623	e-1000	decroissant
666	e-1000	decroissant
641	e-1000	decroissant
929	e-1000	decroissant
674	e-1000	decroissant
859	e-1000	decroissant
649	e-1000	decroissant
715	e-1000	decroissant
620	e-1000	decroissant
967	e-1000	decroissant
680	e-1000	decroissant
719	e-1000	decroissant
615	e-1000	decroissant
561	e-1000	decroissant
621	e-1000	decroissant
641	e-1000	decroissant
618	e-1000	decroissant
573	e-1000	decroissant
572	e-1000	decroissant
616	e-1000	decroissant
677	e-1000	decroissant
745	e-1000	decroissant
685	e-1000	decroissant
618	e-1000	decroissant
617	e-1000	decroissant
636	e-1000	decroissant
628	e-1000	decroissant
613	e-1000	decroissant
633	e-1000	decroissant
570	e-1000	decroissant
621	e-1000	decroissant
618	e-1000	decroissant
579	e-1000	decroissant
646	e-1000	decroissant
615	e-1000	decroissant
778	e-1000	decroissant
622	e-1000	decroissant
608	e-1000	decroissant
580	e-1000	decroissant
629	e-1000	decroissant
598	e-1000	decroissant
634	e-1000	decroissant
603	e-1000	decroissant
661	e-1000	decroissant
646	e-1000	decroissant
618	e-1000	decroissant
575	e-1000	decroissant
649	e-1000	decroissant
653	e-1000	decroissant
629	e-1000	decroissant
614	e-1000	decroissant
605	e-1000	decroissant
628	e-1000	decroissant
654	e-1000	decroissant
803	e-1000	decroissant
635	e-1000	decroissant
641	e-1000	decroissant
648	e-1000	decroissant
620	e-1000	decroissant
608	e-1000	decroissant
640	e-1000	decroissant
662	e-1000	decroissant
646	e-1000	decroissant
620	e-1000	decroissant
612	e-1000	decroissant
631	e-1000	decroissant
654	e-1000	decroissant
595	e-1000	decroissant
628	e-1000	decroissant
660	e-1000	decroissant
642	e-1000	decroissant
597	e-1000	decroissant
749	e-1000	decroissant
608	e-1000	decroissant
632	e-1000	decroissant
623	e-1000	decroissant
621	e-1000	decroissant
613	e-1000	decroissant
571	e-1000	decroissant
620	e-1000	decroissant
641	e-1000	decroissant
615	e-1000	decroissant
609	e-1000	decroissant
614	e-1000	decroissant
669	e-1000	decroissant
606	e-1000	decroissant
610	e-1000	decroissant
615	e-1000	decroissant
614	e-1000	decroissant
617	e-1000	decroissant
622	e-1000	decroissant
730	e-1000	decroissant
589	e-1000	decroissant
604	e-1000	decroissant
623	e-1000	decroissant
668	e-1000	decroissant
622	e-1000	decroissant
882	e-1000	decroissant
639	e-1000	decroissant
616	e-1000	decroissant
634	e-1000	decroissant
636	e-1000	decroissant
611	e-1000	decroissant
616	e-1000	decroissant
630	e-1000	decroissant
630	e-1000	decroissant
617	e-1000	decroissant
628	e-1000	decroissant
644	e-1000	decroissant
664	e-1000	decroissant
663	e-1000	decroissant
620	e-1000	decroissant
579	e-1000	decroissant
646	e-1000	decroissant
627	e-1000	decroissant
571	e-1000	decroissant
635	e-1000	decroissant
628	e-1000	decroissant
644	e-1000	decroissant
599	e-1000	decroissant
585	e-1000	decroissant
610	e-1000	decroissant
618	e-1000	decroissant
628	e-1000	decroissant
636	e-1000	decroissant
618	e-1000	decroissant
644	e-1000	decroissant
610	e-1000	decroissant
613	e-1000	decroissant
642	e-1000	decroissant
684	e-1000	decroissant
577	e-1000	decroissant
610	e-1000	decroissant
638	e-1000	decroissant
622	e-1000	decroissant
659	e-1000	decroissant
653	e-1000	decroissant
610	e-1000	decroissant
592	e-1000	decroissant
606	e-1000	decroissant
620	e-1000	decroissant
632	e-1000	decroissant
634	e-1000	decroissant
580	e-1000	decroissant
574	e-1000	decroissant
594	e-1000	decroissant
606	e-1000	decroissant
607	e-1000	decroissant
581	e-1000	decroissant
581	e-1000	decroissant
720	e-1000	decroissant
618	e-1000	decroissant
650	e-1000	decroissant
662	e-1000	decroissant
621	e-1000	decroissant
704	e-1000	decroissant
611	e-1000	decroissant
638	e-1000	decroissant
676	e-1000	decroissant
632	e-1000	decroissant
641	e-1000	decroissant
614	e-1000	decroissant
583	e-1000	decroissant
609	e-1000	decroissant
613	e-1000	decroissant
646	e-1000	decroissant
656	e-1000	decroissant
624	e-1000	decroissant
617	e-1000	decroissant
616	e-1000	decroissant
725	e-1000	decroissant
599	e-1000	decroissant
620	e-1000	decroissant
612	e-1000	decroissant
603	e-1000	decroissant
628	e-1000	decroissant
597	e-1000	decroissant
613	e-1000	decroissant
672	e-1000	decroissant
604	e-1000	decroissant
612	e-1000	decroissant
650	e-1000	decroissant
606	e-1000	decroissant
614	e-1000	decroissant
609	e-1000	decroissant
748	e-1000	decroissant
611	e-1000	decroissant
618	e-1000	decroissant
632	e-1000	decroissant
653	e-1000	decroissant
581	e-1000	decroissant
648	e-1000	decroissant
587	e-1000	decroissant
688	e-1000	decroissant
649	e-1000	decroissant
654	e-1000	decroissant
611	e-1000	decroissant
612	e-1000	decroissant
639	e-1000	decroissant
622	e-1000	decroissant
647	e-1000	decroissant
633	e-1000	decroissant
572	e-1000	decroissant
614	e-1000	decroissant
622	e-1000	decroissant
617	e-1000	decroissant
626	e-1000	decroissant
617	e-1000	decroissant
606	e-1000	decroissant
666	e-1000	decroissant
610	e-1000	decroissant
620	e-1000	decroissant
610	e-1000	decroissant
584	e-1000	decroissant
606	e-1000	decroissant
615	e-1000	decroissant
610	e-1000	decroissant
610	e-1000	decroissant
658	e-1000	decroissant
631	e-1000	decroissant
688	e-1000	decroissant
618	e-1000	decroissant
599	e-1000	decroissant
676	e-1000	decroissant
661	e-1000	decroissant
576	e-1000	decroissant
659	e-1000	decroissant
645	e-1000	decroissant
749	e-1000	decroissant
579	e-1000	decroissant
592	e-1000	decroissant
634	e-1000	decroissant
678	e-1000	decroissant
618	e-1000	decroissant
610	e-1000	decroissant
633	e-1000	decroissant
615	e-1000	decroissant
654	e-1000	decroissant
633	e-1000	decroissant
626	e-1000	decroissant
627	e-1000	decroissant
626	e-1000	decroissant
612	e-1000	decroissant
623	e-1000	decroissant
616	e-1000	decroissant
671	e-1000	decroissant
591	e-1000	decroissant
570	e-1000	decroissant
614	e-1000	decroissant
611	e-1000	decroissant
604	e-1000	decroissant
628	e-1000	decroissant
618	e-1000	decroissant
616	e-1000	decroissant
687	e-1000	decroissant
632	e-1000	decroissant
603	e-1000	decroissant
646	e-1000	decroissant
631	e-1000	decroissant
580	e-1000	decroissant
574	e-1000	decroissant
619	e-1000	decroissant
578	e-1000	decroissant
580	e-1000	decroissant
617	e-1000	decroissant
578	e-1000	decroissant
622	e-1000	decroissant
641	e-1000	decroissant
615	e-1000	decroissant
588	e-1000	decroissant
616	e-1000	decroissant
680	e-1000	decroissant
828	e-1000	decroissant
630	e-1000	decroissant
616	e-1000	decroissant
628	e-1000	decroissant
885	e-1000	decroissant
888	e-1000	decroissant
916	e-1000	decroissant
915	e-1000	decroissant
884	e-1000	decroissant
655	e-1000	decroissant
790	e-1000	decroissant
711	e-1000	decroissant
892	e-1000	decroissant
740	e-1000	decroissant
894	e-1000	decroissant
649	e-1000	decroissant
612	e-1000	decroissant
867	e-1000	decroissant
625	e-1000	decroissant
765	e-1000	decroissant
821	e-1000	decroissant
919	e-1000	decroissant
669	e-1000	decroissant
636	e-1000	decroissant
619	e-1000	decroissant
799	e-1000	decroissant
654	e-1000	decroissant
650	e-1000	decroissant
615	e-1000	decroissant
646	e-1000	decroissant
622	e-1000	decroissant
620	e-1000	decroissant
615	e-1000	decroissant
935	e-1000	decroissant
964	e-1000	decroissant
631	e-1000	decroissant
612	e-1000	decroissant
879	e-1000	decroissant
979	e-1000	decroissant
923	e-1000	decroissant
600	e-1000	decroissant
598	e-1000	decroissant
703	e-1000	decroissant
632	e-1000	decroissant
